"word","lemma","uni_lemma","lexical_class","aoa","aoa_fit"
"tape","tape","tape","nouns",26,25.5274688507798
"taste","taste","taste","verbs",28,27.2147368517462
"teacher","teacher","teacher","other",28,27.6117160197698
"tear","tear","tear","verbs",30,28.9166503894202
"teddybear","teddybear","teddybear","nouns",23,22.6319402540562
"telephone","telephone","telephone","nouns",21,20.6637882731998
"that","that","that","function_words",24,23.1749912042708
"the","the","the","function_words",28,26.9353709169304
"there","there","there","function_words",26,24.9123678611259
"these","this","these","function_words",28,28.2995866711011
"think","think","think","verbs",30,29.3606990698411
"thirsty","thirsty","thirsty","adjectives",26,25.2475925304566
"this","this","this","function_words",25,24.106374389354
"throw","throw","throw","verbs",24,23.9029139657723
"tickle","tickle","tickle","verbs",23,22.7490019705964
"tiger","tiger","tiger","nouns",23,23.316179535715
"tired","tire","tired","adjectives",26,25.1994645029134
"to","to","to","function_words",28,26.957011925163
"toast","toast","toast","nouns",23,22.895595492009
"today","today","today","other",30,28.2689941789814
"toe","toe","toe","nouns",21,20.4642329503975
"tomorrow","tomorrow","tomorrow","other",30,28.3015612405873
"tongue","tongue","tongue","nouns",22,22.7598818441186
"too","too","too","function_words",26,25.3550621723542
"tooth","tooth","tooth","nouns",22,21.2847917624273
"toothbrush","toothbrush","toothbrush","nouns",22,21.0858165164863
"touch","touch","touch","verbs",26,25.2884083119067
"towel","towel","towel","nouns",23,22.5810308974877
"tractor","tractor","tractor","nouns",25,24.879317054692
"train","train","train","nouns",22,20.5810557817158
"trash","trash","trash","nouns",24,23.9248874339428
"tree","tree","tree","nouns",20,19.7074234662807
"tricycle","tricycle","tricycle","nouns",30,28.3256902997802
"truck","truck","truck","nouns",18,18.5486451207466
"tummy","tummy","tummy","nouns",22,21.0077443823434
"turkey","turkey","turkey","nouns",27,26.0290427583012
"turtle","turtle","turtle","nouns",23,22.2400112507182
"tv","tv","tv","nouns",22,21.2103782785424
"uncle","uncle","uncle","other",25,25.4677474616526
"under","under","under","function_words",27,26.1089336597146
"underpants","underpants","underpants","nouns",28,26.9588379833745
"up","up","up","function_words",18,18.4573448334441
"vacuum","vacuum","vacuum","nouns",25,23.9393394917849
"vitamins","vitamin","vitamins","nouns",27,26.6763481838198
"vroom","vroom","vroom","other",18,16.1464933473865
"wait","wait","wait","verbs",27,25.6989347568247
"wake","wake","wake","verbs",27,26.0964094540513
"walk","walk","walk","verbs",22,22.1438015680245
"wash","wash","wash","verbs",23,23.1881255199532
"we","we","we","function_words",30,29.0518599262911
"wet","wet","wet (description)","adjectives",22,22.0223710174732
"what","what","what","function_words",23,23.2920342903154
"where","where","where (question)","function_words",26,24.8523886991764
"white","white","white","adjectives",27,26.2131990565503
"who","who","who","function_words",27,27.4167224927079
"why","why","why","function_words",28,27.1860223603264
"will","will","will","function_words",30,29.7032482513349
"wind","wind","wind","nouns",27,25.4464937127455
"window","window","window","nouns",25,24.3380647999744
"windy","windy","windy","adjectives",27,26.6230670109473
"wipe","wipe","wipe","verbs",27,25.1786192803843
"with","with","with","function_words",28,27.1922006473028
"wolf","wolf","wolf","nouns",28,27.8585959869418
"write","write","write","verbs",27,26.3486998599507
"yard","yard","yard","other",28,26.869738628217
"yellow","yellow","yellow","adjectives",24,23.6980173174824
"yes","yes","yes","other",18,17.7718268675719
"yogurt","yogurt","yogurt","nouns",22,23.091252749266
"you","you","you","function_words",24,23.5047867578385
"your","your","your","function_words",28,28.2402225028602
"yucky","yucky","yucky","adjectives",22,21.483821122552
"zebra","zebra","zebra","nouns",24,24.5075119056226
"zipper","zipper","zipper","nouns",24,24.2705770586159
"zoo","zoo","zoo","other",26,25.1382352960721
"about","about","about","function_words",NA,31.7537216707929
"above","above","above","function_words",NA,31.9960120290702
"an","a","a","function_words",NA,33.0610652390218
"babysitter","babysitter","babysitter","other",NA,30.6341572809168
"basement","basement","basement","nouns",NA,32.6024596486435
"be","be","be","function_words",NA,29.7652329185187
"because","because","because","function_words",NA,29.6012765544331
"before","before","before","other",NA,30.6874134035763
"bench","bench","bench","nouns",NA,29.730077501162
"beside","beside","beside","function_words",NA,32.3120990349585
"but","but","but","function_words",NA,30.9925059684216
"camping","camp","camping","other",NA,31.177171544397
"child","child","child","other",NA,31.0040189464456
"circus","circus","circus","other",NA,29.9463987379023
"could","can","could","function_words",NA,31.6435554418498
"country","country","country","other",NA,33.4646969423449
"cowboy","cowboy","cowboy","other",NA,29.615801158709
"does","does","does","function_words",NA,30.231057963354
"downtown","downtown","downtown","other",NA,32.102616155141
"each","each","each","function_words",NA,33.5492623900039
"every","every","every","function_words",NA,31.1342146653318
"hate","hate","hate","verbs",NA,32.1542795660103
"hen","hen","hen","nouns",NA,29.2812201033355
"hers","hers","hers","function_words",NA,30.3352842640975
"his","his","his","function_words",NA,29.4106098991083
"if","if","if","function_words",NA,32.6970983541198
"into","into","into","function_words",NA,30.7687412553899
"last","last","last","adjectives",NA,30.410230616042
"much","much","much","function_words",NA,30.227853841877
"myself","myself","myself","function_words",NA,29.5222718927409
"naughty","naughty","naughty","adjectives",NA,31.8286894678774
"none","none","none","function_words",NA,30.3052579746733
"nurse","nurse","nurse","other",NA,31.1833816850266
"of","of","of","function_words",NA,31.0948066620047
"our","our","our","function_words",NA,30.4908423986564
"person","person","person","other",NA,31.550851631411
"poor","poor","poor","adjectives",NA,31.9459825794058
"porch","porch","porch","nouns",NA,29.1929773957524
"pretend","pretend","pretend","verbs",NA,29.3389876788675
"rip","rip","rip","verbs",NA,29.7825420035252
"same","same","same","function_words",NA,29.919855027364
"scarf","scarf","scarf","nouns",NA,30.618590934554
"skate","skate","skate","verbs",NA,29.5612940158702
